Name,Url,Location,din_rev,del_rev,category,Cuisine_offered,cost_for_two,is_vegeterian,is_bar_available,home_delivery,offers_dining,avg_din_rate,avg_del_rate
Cake House,https://www.zomato.com/jaipur/cake-house-malviya-nagar,Malviya Nagar,Does not offer Dining,75 Delivery Reviews,Bakery ,Bakery,450,no,no,yes,no,,3.8
Cake Hut,https://www.zomato.com/jaipur/cake-hut-1-shyam-nagar,Shyam Nagar,Does not offer Dining,113 Delivery Reviews,Bakery ,Bakery,800,yes,no,yes,no,,3.9
Cake Hut,https://www.zomato.com/jaipur/cake-hut-sikar-road,Sikar Road,49 Dining Reviews,567 Delivery Reviews,Quick Bites ,"Fast Food, Beverages",350,yes,no,yes,yes,3.6,4
Cake Jaipur And Fast Food Centre,https://www.zomato.com/jaipur/cake-jaipur-and-fast-food-centre-sodala,Sodala,Does not offer Dining,49 Delivery Reviews,,Bakery,800,no,no,yes,no,,4.5
Cake Junction,https://www.zomato.com/jaipur/cake-junction-vaishali-nagar,Sodala,77 Dining Reviews,154 Delivery Reviews,Bakery ,"Bakery, Desserts",200,yes,no,yes,yes,3.9,3.1
Cake Kanha,https://www.zomato.com/jaipur/cake-kanha-shastri-nagar,Shastri Nagar,Not enough Dining Reviews,Does not offer Delivery,Bakery ,Bakery,300,no,no,no,yes,,
Cake King,https://www.zomato.com/jaipur/cake-king-malviya-nagar,Malviya Nagar,Does not offer Dining,24 Delivery Reviews,Bakery ,"Bakery, Fast Food",450,no,no,yes,no,,3.9
Cake Mania,https://www.zomato.com/jaipur/cake-mania-sodala,Sodala,97 Dining Reviews,769 Delivery Reviews,Bakery ,Bakery,400,no,no,yes,yes,4,3.3
Cake Mania,https://www.zomato.com/jaipur/cake-mania-mi-road,Central Jaipur,Does not offer Dining,50 Delivery Reviews,Bakery ,Bakery,200,no,no,yes,no,,2.8
Cake Mania,https://www.zomato.com/jaipur/cake-mania-shastri-nagar,Shastri Nagar,19 Dining Reviews,24 Delivery Reviews,Bakery ,Bakery,400,no,no,yes,yes,3.9,3.4
Cake Mart,https://www.zomato.com/jaipur/cake-mart-mansarovar,Mansarovar,54 Dining Reviews,211 Delivery Reviews,Bakery ,Bakery,500,no,no,yes,yes,3.8,3.4
Cake Me,https://www.zomato.com/jaipur/cake-me-shyam-nagar,Shyam Nagar,76 Dining Reviews,229 Delivery Reviews,Bakery ,"Desserts, Bakery",350,no,no,yes,yes,3.9,3.8
Cake N Petals,https://www.zomato.com/jaipur/cake-n-petals-raja-park,Raja Park,26 Dining Reviews,153 Delivery Reviews,Bakery ,Bakery,250,yes,no,yes,yes,3.4,3.2
Cake O'clock,https://www.zomato.com/jaipur/cake-oclock-jagatpura,Pratap Nagar,Does not offer Dining,39 Delivery Reviews,Bakery ,Bakery,300,no,no,yes,no,,3.9
Cake On Wheels,https://www.zomato.com/jaipur/cake-on-wheels-raja-park,Raja Park,7 Dining Reviews,Not enough Delivery Reviews,Bakery ,Bakery,250,yes,no,yes,yes,3.6,
Cake Own,https://www.zomato.com/jaipur/cake-own-mansarovar,Mansarovar,Does not offer Dining,36 Delivery Reviews,Bakery ,"Bakery, Fast Food",150,no,no,yes,no,,3.4
Cake Pantry,https://www.zomato.com/jaipur/cake-pantry-malviya-nagar,Malviya Nagar,Does not offer Dining,Not enough Delivery Reviews,Bakery ,"Bakery, Desserts",200,no,no,yes,no,,
Cake Plaza,https://www.zomato.com/jaipur/cake-plaza-bani-park,Bani Park,48 Dining Reviews,58 Delivery Reviews,Bakery ,"Bakery, Fast Food, Beverages",200,no,no,yes,yes,3.9,3.9
Cake Point,https://www.zomato.com/jaipur/cake-point-vaishali-nagar,Vaishali Nagar,53 Dining Reviews,53 Delivery Reviews,Bakery ,Bakery,200,yes,no,yes,yes,3.9,3.2
Cake Point,https://www.zomato.com/jaipur/cake-point-raja-park,Raja Park,54 Dining Reviews,Does not offer Delivery,"Bakery, Quick Bites ","Bakery, Pizza, Sandwich, Fast Food",250,yes,no,no,yes,3.3,
Cake Sky,https://www.zomato.com/jaipur/cake-sky-shastri-nagar,Shastri Nagar,Does not offer Dining,Not enough Delivery Reviews,,"Bakery, Desserts",250,no,no,yes,no,,
Cake Slice,https://www.zomato.com/jaipur/cake-slice-2-c-scheme,C Scheme,Not enough Dining Reviews,Does not offer Delivery,Bakery ,Bakery,150,no,no,no,yes,,
Cake Studio,https://www.zomato.com/jaipur/cake-studio-malviya-nagar,Malviya Nagar,81 Dining Reviews,182 Delivery Reviews,Bakery ,"Bakery, Desserts",200,yes,no,yes,yes,4,3.1
Cake Town,https://www.zomato.com/jaipur/cake-town-bani-park,Bani Park,Does not offer Dining,369 Delivery Reviews,Bakery ,Bakery,150,yes,no,yes,no,,4.2
Cake Tree Bakery,https://www.zomato.com/jaipur/cake-tree-bakery-chitrakoot,Chitrakoot,Does not offer Dining,Not enough Delivery Reviews,"Bakery, Quick Bites ","Bakery, Fast Food",200,yes,no,yes,no,,
Cake UFO,https://www.zomato.com/jaipur/cake-ufo-tonk-road,Durgapura,Does not offer Dining,60 Delivery Reviews,Bakery ,Bakery,350,no,no,yes,no,,3.5
Cake Universe,https://www.zomato.com/jaipur/cake-universe-jagatpura,Pratap Nagar,Does not offer Dining,51 Delivery Reviews,,Bakery,400,no,no,yes,no,,3.9
Cake Valley,https://www.zomato.com/jaipur/cake-valley-khatipura-road,Khatipura Road,Does not offer Dining,77 Delivery Reviews,Bakery ,Bakery,300,no,no,yes,no,,3.2
Cake Valley,https://www.zomato.com/jaipur/cake-valley-raja-park,Raja Park,Does not offer Dining,45 Delivery Reviews,Bakery ,Bakery,450,yes,no,yes,no,,3.7
Cake Walas,https://www.zomato.com/jaipur/cake-walas-raja-park,Raja Park,6 Dining Reviews,14 Delivery Reviews,Bakery ,Bakery,250,yes,no,yes,yes,3.6,3
Cake World,https://www.zomato.com/jaipur/cake-world-1-tonk-road,Gopalpura,102 Dining Reviews,320 Delivery Reviews,"Bakery, Quick Bites ","Bakery, Fast Food",250,yes,no,yes,yes,3.2,4
Cakery,https://www.zomato.com/jaipur/cakery-tonk-road,Durgapura,37 Dining Reviews,Not enough Delivery Reviews,"Quick Bites, Bakery ","Bakery, Italian, Fast Food, Beverages",300,yes,no,yes,yes,3.4,
Cakes And Bakes Company,https://www.zomato.com/jaipur/cakes-and-bakes-company-mansarovar,Mansarovar,Does not offer Dining,15 Delivery Reviews,Bakery ,"Bakery, Beverages",500,no,no,yes,no,,3.8
Cakes And Bakes Company,https://www.zomato.com/jaipur/cakes-and-bakes-company-vaishali-nagar,Vaishali Nagar,Does not offer Dining,18 Delivery Reviews,,Bakery,500,no,no,yes,no,,3.3
Cakes And Bakes Company,https://www.zomato.com/jaipur/cakes-and-bakes-company-malviya-nagar,Malviya Nagar,Does not offer Dining,26 Delivery Reviews,Bakery ,"Bakery, Beverages",500,no,no,yes,no,,3.9
Cake's Den,https://www.zomato.com/jaipur/cakes-den-khatipura-road,Gopalpura,Does not offer Dining,48 Delivery Reviews,Bakery ,Bakery,300,yes,no,yes,no,,3.9
Cakes Hi Cakes,https://www.zomato.com/jaipur/cakes-hi-cakes-adarsh-nagar,Adarsh Nagar,Does not offer Dining,Not enough Delivery Reviews,Bakery ,Bakery,200,no,no,yes,no,,
Cakes N Cookies,https://www.zomato.com/jaipur/cakes-n-cookies-raja-park,Raja Park,247 Dining Reviews,Not enough Delivery Reviews,"Bakery, Quick Bites ","Bakery, Fast Food",200,yes,no,yes,yes,4,
CakeWala,https://www.zomato.com/jaipur/cakewala-malviya-nagar,Malviya Nagar,Does not offer Dining,32 Delivery Reviews,Bakery ,Bakery,300,no,no,yes,no,,3.3
Cakewalaz,https://www.zomato.com/jaipur/cakewalaz-jagatpura,Pratap Nagar,44 Dining Reviews,Not enough Delivery Reviews,Bakery ,Bakery,400,yes,no,yes,yes,3.5,
Caliber Mess Jaipur,https://www.zomato.com/jaipur/caliber-mess-jaipur-mansarovar,Mansarovar,4 Dining Reviews,Does not offer Delivery,Mess ,North Indian,200,no,no,no,yes,3.1,
California Pizza,https://www.zomato.com/jaipur/california-pizza-malviya-nagar,Malviya Nagar,Does not offer Dining,879 Delivery Reviews,,"Fast Food, Pizza",400,no,no,yes,no,,2.6
Candles Cafe,https://www.zomato.com/jaipur/candles-cafe-chitrakoot,Chitrakoot,16 Dining Reviews,Does not offer Delivery,Quick Bites ,"Fast Food, Chinese",400,yes,no,no,yes,3.5,
Candy Crust Bakery & Fast Food,https://www.zomato.com/jaipur/candy-crust-bakery-fast-food-vidhyadhar-nagar,Vidhyadhar Nagar,23 Dining Reviews,318 Delivery Reviews,"Bakery, Quick Bites ","Bakery, Street Food, Fast Food, Chinese",300,no,no,yes,yes,3.4,3.7
Captain Biryani By White Kitchens,https://www.zomato.com/jaipur/captain-biryani-by-white-kitchens-lal-kothi,Lal Kothi,Does not offer Dining,180 Delivery Reviews,,"Biryani, Mughlai, North Indian",500,no,no,yes,no,,3.6
Captain Tadka,https://www.zomato.com/jaipur/captain-tadka-vaishali-nagar,Vaishali Nagar,43 Dining Reviews,677 Delivery Reviews,Quick Bites ,"North Indian, Fast Food",300,yes,no,yes,yes,3.5,3.5
Carrots and Cabbages-The Orion,https://www.zomato.com/jaipur/carrots-and-cabbages-the-orion-bani-park,Bani Park,193 Dining Reviews,"1,680 Delivery Reviews",Casual Dining ,"Chinese, North Indian, Italian, Mexican",500,no,no,yes,yes,3.9,3.6
Cassino Gold Ice Cream,https://www.zomato.com/jaipur/cassino-gold-ice-cream-raja-park,Raja Park,Does not offer Dining,"1,519 Delivery Reviews",Dessert Parlor ,"Ice Cream, Desserts, Beverages",150,yes,no,yes,no,,3.5
Catch Of The Day,https://www.zomato.com/jaipur/catch-of-the-day-lal-kothi,Lal Kothi,15 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,Fast Food,300,no,no,yes,yes,3.8,
Cauldron Sisters,https://www.zomato.com/jaipur/cauldron-sisters-malviya-nagar,South Jaipur,Does not offer Dining,12 Delivery Reviews,,"North Indian, Italian, Bakery, Chinese",800,yes,no,yes,no,,3.8
Caumbo,https://www.zomato.com/jaipur/caumbo-malviya-nagar,Malviya Nagar,7 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,North Indian,300,yes,no,yes,yes,3.2,
Celebration Restaurant,https://www.zomato.com/jaipur/celebration-restaurant-3-malviya-nagar,Malviya Nagar,188 Dining Reviews,161 Delivery Reviews,Casual Dining ,"North Indian, Mexican, Chinese",650,yes,no,yes,yes,3.8,3.5
Celebrations,https://www.zomato.com/jaipur/celebrations-jagatpura,Jagatpura,Not enough Dining Reviews,Does not offer Delivery,"Bakery, Quick Bites ","Bakery, Fast Food",200,no,no,no,yes,,
Celebrity,https://www.zomato.com/jaipur/celebrity-1-bani-park,Bani Park,Not enough Dining Reviews,Does not offer Delivery,Casual Dining ,"Fast Food, Chinese, North Indian",800,no,no,no,yes,,
Central Perk,https://www.zomato.com/jaipur/central-perk-mansarovar,Mansarovar,100 Dining Reviews,55 Delivery Reviews,Quick Bites ,Fast Food,250,no,no,yes,yes,3.9,3.7
Centrico,https://www.zomato.com/jaipur/centrico-vaishali-nagar,Vaishali Nagar,7 Dining Reviews,Does not offer Delivery,"Casual Dining, Bar ","North Indian, Italian, Mughlai, Chinese","1,100",no,no,no,yes,3.2,
Cha Cha Gareeb Nawaz Hotel,https://www.zomato.com/jaipur/cha-cha-gareeb-nawaz-hotel-tonk-road,Sanganer,5 Dining Reviews,Does not offer Delivery,Quick Bites ,"Chinese, North Indian",500,no,no,no,yes,3.1,
Cha Take a Sip,https://www.zomato.com/jaipur/cha-take-a-sip-jagatpura,Jagatpura,6 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,Fast Food,200,yes,no,yes,yes,2.7,
Chaa Time,https://www.zomato.com/jaipur/chaa-time-mansarovar,Mansarovar,Not enough Dining Reviews,Not enough Delivery Reviews,Quick Bites ,"Fast Food, Chinese, South Indian, Street Food, North Indian, Beverages",250,no,no,yes,yes,,
Chaandi - Hilton Jaipur,https://www.zomato.com/jaipur/chaandi-hilton-jaipur-bais-godam,Bais Godam,359 Dining Reviews,Not enough Delivery Reviews,Fine Dining ,"North Indian, Mughlai, Rajasthani","3,000",no,yes,yes,yes,4.3,
Chaap Nation,https://www.zomato.com/jaipur/chaap-nation-shyam-nagar,Shyam Nagar,Not enough Dining Reviews,Does not offer Delivery,Quick Bites ,North Indian,300,yes,no,no,yes,,
Chaat Bazaar,https://www.zomato.com/jaipur/chaat-bazaar-tonk-road,Pratap Nagar,80 Dining Reviews,964 Delivery Reviews,Quick Bites ,"South Indian, North Indian, Chinese",350,yes,no,yes,yes,3.5,4.1
Chaat Hut,https://www.zomato.com/jaipur/chaat-hut-civil-lines,Civil Lines,Does not offer Dining,19 Delivery Reviews,Quick Bites ,"South Indian, Street Food",150,yes,no,yes,no,,2.4
Chaat Junction,https://www.zomato.com/jaipur/chaat-junction-malviya-nagar,Malviya Nagar,14 Dining Reviews,Does not offer Delivery,Quick Bites ,"North Indian, Street Food",200,yes,no,no,yes,2.7,
Chaat Ka Chauraha,https://www.zomato.com/jaipur/chaat-ka-chauraha-sikar-road,Sikar Road,232 Dining Reviews,"1,574 Delivery Reviews",Quick Bites ,"Street Food, Fast Food, South Indian, Chinese, Beverages",150,yes,no,yes,yes,3.9,4
Chablon,https://www.zomato.com/jaipur/chablon-tonk-road,Gopalpura,Does not offer Dining,44 Delivery Reviews,Bakery ,"Bakery, Desserts",300,no,no,yes,no,,3.9
Chacha Ki Tapri,https://www.zomato.com/jaipur/chacha-ki-tapri-mansarovar,Mansarovar,9 Dining Reviews,Does not offer Delivery,Quick Bites ,"Fast Food, Chinese",200,yes,no,no,yes,2.7,
Chache Da Dhaba,https://www.zomato.com/jaipur/chache-da-dhaba-mansarovar,Mansarovar,9 Dining Reviews,Does not offer Delivery,Quick Bites ,North Indian,300,no,no,no,yes,,
Chai Bagh,https://www.zomato.com/jaipur/chai-bagh-1-chitrakoot,Chitrakoot,5 Dining Reviews,Does not offer Delivery,"Beverage Shop, Quick Bites ","Beverages, Fast Food",200,yes,no,no,yes,3.9,
Chai Haus,https://www.zomato.com/jaipur/chai-haus-raja-park,Raja Park,81 Dining Reviews,23 Delivery Reviews,Quick Bites ,"Beverages, Fast Food",250,yes,no,yes,yes,3.7,3.8
Chai Ho Jaye,https://www.zomato.com/jaipur/chai-ho-jaye-raja-park,Raja Park,97 Dining Reviews,147 Delivery Reviews,CAFÉ ,"Cafe, Fast Food",500,no,no,yes,yes,3.5,3.8
Chai Paani,https://www.zomato.com/jaipur/chai-paani-c-scheme,C Scheme,Does not offer Dining,717 Delivery Reviews,,"Street Food, Fast Food, Chinese, Beverages",200,yes,no,yes,no,,4.1
Chai Republic,https://www.zomato.com/jaipur/chai-republic-malviya-nagar,Malviya Nagar,206 Dining Reviews,305 Delivery Reviews,CAFÉ ,"Cafe, Fast Food, Beverages",600,yes,no,yes,yes,3.7,4.1
Chai Sutta Bar,https://www.zomato.com/jaipur/chai-sutta-bar-malviya-nagar,Malviya Nagar,99 Dining Reviews,"2,749 Delivery Reviews",Quick Bites ,"Tea, Sandwich, Fast Food, Beverages",150,yes,no,yes,yes,3.5,3.6
Chai Sutta Bar,https://www.zomato.com/jaipur/chai-sutta-bar-mansarovar,Gopalpura,19 Dining Reviews,Does not offer Delivery,Quick Bites ,"Beverages, Fast Food",200,yes,no,no,yes,3.6,
Chai Sutta Bar,https://www.zomato.com/jaipur/chai-sutta-bar-2-lal-kothi,Lal Kothi,19 Dining Reviews,Does not offer Delivery,Beverage Shop ,"Tea, Beverages, Fast Food",300,yes,no,no,yes,,
Chai Thiya Cafe,https://www.zomato.com/jaipur/chai-thiya-cafe-raja-park,Raja Park,5 Dining Reviews,35 Delivery Reviews,Quick Bites ,"Tea, Beverages, Fast Food, Chinese",350,no,no,yes,yes,3.5,3.8
Chai.Com,https://www.zomato.com/jaipur/chai-com-malviya-nagar,Malviya Nagar,6 Dining Reviews,Does not offer Delivery,"Beverage Shop, Quick Bites ","Beverages, Tea, Fast Food, North Indian",300,no,no,no,yes,3.2,
Chai-Mate,https://www.zomato.com/jaipur/chai-mate-pink-city,Pink City,Does not offer Dining,Not enough Delivery Reviews,Quick Bites ,"Fast Food, Beverages",350,yes,no,yes,no,,
Chai-Mate,https://www.zomato.com/jaipur/chai-mate-vidhyadhar-nagar,Vidhyadhar Nagar,296 Dining Reviews,"2,394 Delivery Reviews",Quick Bites ,"Fast Food, Beverages",350,yes,no,yes,yes,3.7,4
Chaisa,https://www.zomato.com/jaipur/chaisa-c-scheme,C Scheme,103 Dining Reviews,53 Delivery Reviews,"CAFÉ, Quick Bites ","Cafe, Fast Food, Italian, Beverages",500,no,no,yes,yes,3.4,3.9
Chaisa,https://www.zomato.com/jaipur/chaisa-lal-kothi,Lal Kothi,690 Dining Reviews,660 Delivery Reviews,"CAFÉ, Quick Bites ","Cafe, Fast Food, Italian, Beverages",500,no,no,yes,yes,4.4,4.2
Chaiwalas,https://www.zomato.com/jaipur/chaiwalas-1-mansarovar,Mansarovar,61 Dining Reviews,Does not offer Delivery,"Quick Bites, Beverage Shop ","Fast Food, Tea",300,yes,no,no,yes,3.2,
Chakachak Fast Food And Juice Center,https://www.zomato.com/jaipur/chakachak-fast-food-and-juice-center-pink-city,Pink City,12 Dining Reviews,16 Delivery Reviews,"Beverage Shop, Quick Bites ","Street Food, Beverages",200,no,no,yes,yes,3.3,3.2
Chakh Le Restaurant,https://www.zomato.com/jaipur/chakh-le-restaurant-tonk-road,Sitapur,49 Dining Reviews,"1,223 Delivery Reviews",Quick Bites ,"North Indian, Chinese",500,no,no,yes,yes,3.3,3.3
Chakhliya,https://www.zomato.com/jaipur/chakhliya-jagatpura,Jagatpura,Does not offer Dining,13 Delivery Reviews,,Fast Food,200,no,no,yes,no,,3.9
ChakhnaChoor,https://www.zomato.com/jaipur/chakhnachoor-civil-lines,Civil Lines,Does not offer Dining,287 Delivery Reviews,,"Fast Food, Chinese",450,no,no,yes,no,,3.9
CHAM CHAA,https://www.zomato.com/jaipur/cham-chaa-tonk-road,Gopalpura,Not enough Dining Reviews,Does not offer Delivery,Casual Dining ,"North Indian, Chinese, Continental, Italian",800,no,no,no,yes,,
Chaman Da Dhaba,https://www.zomato.com/jaipur/chaman-da-dhaba-tonk-road,Gopalpura,357 Dining Reviews,"2,216 Delivery Reviews",Quick Bites ,"North Indian, Fast Food, Chinese",300,yes,no,yes,yes,4.1,2.8
Chaman Pavitra Bhojnalaya,https://www.zomato.com/jaipur/chaman-pavitra-bhojnalaya-tonk-road,Gopalpura,27 Dining Reviews,Does not offer Delivery,Bhojanalya ,North Indian,150,no,no,no,yes,3.3,
Chanakya Restaurant,https://www.zomato.com/jaipur/chanakya-restaurant-chitrakoot,Chitrakoot,71 Dining Reviews,32 Delivery Reviews,Casual Dining ,"North Indian, Chinese",800,yes,no,yes,yes,3.1,3.9
Chanchu Food Restaurant,https://www.zomato.com/jaipur/chanchu-food-restaurant-jhotwara,Jhotwara,5 Dining Reviews,Does not offer Delivery,Quick Bites ,"South Indian, Fast Food, Beverages",300,no,no,no,yes,2.6,
Chandra Mahal Restaurant,https://www.zomato.com/jaipur/chandra-mahal-restaurant-adarsh-nagar,Adarsh Nagar,Not enough Dining Reviews,Does not offer Delivery,Quick Bites ,North Indian,250,yes,no,no,yes,,
Chandu Halwai & Caterers,https://www.zomato.com/jaipur/chandu-halwai-caterers-tonk-road,Gopalpura,Not enough Dining Reviews,Does not offer Delivery,Quick Bites ,"Street Food, North Indian",200,yes,no,no,yes,,
Chao Chinese Bistro - Holiday Inn Jaipur City Centre,https://www.zomato.com/jaipur/chao-chinese-bistro-holiday-inn-jaipur-city-centre-bais-godam,Bais Godam,761 Dining Reviews,209 Delivery Reviews,Fine Dining ,"Chinese, Asian, Thai","1,500",no,yes,yes,yes,4.4,3.8
Charis Cafe,https://www.zomato.com/jaipur/charis-cafe-c-scheme,C Scheme,10 Dining Reviews,Not enough Delivery Reviews,CAFÉ ,"Cafe, South Indian",350,yes,no,yes,yes,3.6,
Charu Sweets And Caters,https://www.zomato.com/jaipur/charu-sweets-and-caters-mansarovar,Mansarovar,Does not offer Dining,32 Delivery Reviews,Sweet Shop ,"Mithai, Fast Food, North Indian",300,yes,no,yes,no,,3.9
Chaska,https://www.zomato.com/jaipur/chaska-ajmer-highway,Ajmer Highway,Not enough Dining Reviews,Not enough Delivery Reviews,Quick Bites ,"Fast Food, South Indian",200,no,no,yes,yes,,
Chaska 91,https://www.zomato.com/jaipur/chaska-91-sodala,Sodala,Not enough Dining Reviews,Not enough Delivery Reviews,Quick Bites ,North Indian,250,no,no,yes,yes,,
Chaska Fast Food,https://www.zomato.com/jaipur/chaska-fast-food-ajmer-highway,Ajmer Highway,Not enough Dining Reviews,Does not offer Delivery,Quick Bites ,"Chinese, Fast Food",200,no,no,no,yes,,
Chaska Lag Jayega,https://www.zomato.com/jaipur/chaska-lag-jayega-raja-park,Raja Park,78 Dining Reviews,357 Delivery Reviews,Quick Bites ,"Fast Food, Beverages",150,yes,no,yes,yes,3.9,4
Chaska Veg and Non Veg Point,https://www.zomato.com/jaipur/chaska-veg-and-non-veg-point-tonk-road,Pratap Nagar,32 Dining Reviews,402 Delivery Reviews,Quick Bites ,North Indian,500,no,no,yes,yes,3.4,3.9
Chat Chaska House,https://www.zomato.com/jaipur/chat-chaska-house-bais-godam,Bais Godam,Not enough Dining Reviews,96 Delivery Reviews,Quick Bites ,"North Indian, Fast Food",500,no,no,yes,yes,,3.7
Chat House,https://www.zomato.com/jaipur/chat-house-sikar-road,North Jaipur,Not enough Dining Reviews,96 Delivery Reviews,,"Street Food, Rajasthani",300,no,no,yes,yes,,
Chat Ke Chatore,https://www.zomato.com/jaipur/chat-ke-chatore-adarsh-nagar,Adarsh Nagar,22 Dining Reviews,Does not offer Delivery,Food Court ,Street Food,150,yes,no,no,yes,3.1,
Chat Pata Restaurant,https://www.zomato.com/jaipur/chat-pata-restaurant-bais-godam,Bais Godam,Does not offer Dining,Not enough Delivery Reviews,Quick Bites ,"North Indian, South Indian, Chinese",300,yes,no,yes,no,,
Chat Pata Restaurant,https://www.zomato.com/jaipur/chat-pata-restaurant-1-bais-godam,Bais Godam,Not enough Dining Reviews,112 Delivery Reviews,Quick Bites ,"North Indian, South Indian, Chinese",300,yes,no,yes,yes,,3.3
Chat Re Dukan,https://www.zomato.com/jaipur/chat-re-dukan-jhotwara,Jhotwara,7 Dining Reviews,Does not offer Delivery,Quick Bites ,Street Food,150,yes,no,no,yes,2.6,
Chatka Matka,https://www.zomato.com/jaipur/chatka-matka-sodala,Sodala,47 Dining Reviews,Does not offer Delivery,Quick Bites ,"South Indian, Fast Food, Chinese",300,yes,no,no,yes,3.7,
Chatka Punjab Da,https://www.zomato.com/jaipur/chatka-punjab-da-mansarovar,Mansarovar,Does not offer Dining,Not enough Delivery Reviews,,"North Indian, Fast Food",400,no,no,yes,no,,
Chatkara,https://www.zomato.com/jaipur/chatkara-ajmer-highway,Ajmer Highway,16 Dining Reviews,51 Delivery Reviews,Quick Bites ,North Indian,400,no,no,yes,yes,3,3.1
Chatkara Dhaba,https://www.zomato.com/jaipur/chatkara-dhaba-malviya-nagar,Malviya Nagar,43 Dining Reviews,498 Delivery Reviews,Quick Bites ,North Indian,400,yes,no,yes,yes,3.6,3.9
Chatkara Fast Food,https://www.zomato.com/jaipur/chatkara-fast-food-brahmpuri,Brahmpuri,92 Dining Reviews,171 Delivery Reviews,Quick Bites ,"Chinese, South Indian, Fast Food",300,yes,no,yes,yes,3.5,4.1
Chatkara Puchka,https://www.zomato.com/jaipur/chatkara-puchka-malviya-nagar,Malviya Nagar,10 Dining Reviews,Does not offer Delivery,Kiosk ,Street Food,200,yes,no,no,yes,2.3,
Chatni-Roti,https://www.zomato.com/jaipur/chatni-roti-tonk-road,Sanganer,Does not offer Dining,35 Delivery Reviews,,"North Indian, Rajasthani",100,no,no,yes,no,,3.9
